	ID	Titel	Autor	Reclam_Balladen	Strophen	Verse	Anthologie	Jahr	Hrsg	Epoche	Autor_clean	Publikationsjahr_Schätzung	Publikationsjahr
442	l00110010	Erkenntnis	Saar, Ferdinand	unkown	3	9	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Saar, Ferdinand	1854	0
443	l00110011	Neue Kunst	Saar, Ferdinand	unkown	2	21	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Saar, Ferdinand	1854	0
444	l00110012	Entsühne mich	David, Jakob Julius [alt. David, J. J.]	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	David, Jakob Julius	1894	0
445	l00110013	Das sind meine Todten...	David, Jakob Julius [alt. David, J. J.]	unkown	3	8	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	David, Jakob Julius	1894	0
446	l00110014	Ahnung	David, Jakob Julius [alt. David, J. J.]	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	David, Jakob Julius	1894	0
447	l00110015	Am Wege	David, Jakob Julius [alt. David, J. J.]	unkown	2	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	David, Jakob Julius	1894	0
448	l00110016	Die Einsame	David, Jakob Julius [alt. David, J. J.]	unkown	7	6	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	David, Jakob Julius	1894	0
449	l00110017	Lethe	David, Jakob Julius [alt. David, J. J.]	unkown	6	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	David, Jakob Julius	1894	0
450	l00110018	Finkenruf	David, Jakob Julius [alt. David, J. J.]	unkown	2	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	David, Jakob Julius	1894	0
451	l00110019	So kamʼs...	David, Jakob Julius [alt. David, J. J.]	unkown	3	8	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	David, Jakob Julius	1894	0
452	l00110020	Theater	Herold, Franz	unkown	2	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Herold, Franz	1889	0
453	l00110021	Cypresse	Herold, Franz	unkown	8	3	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Herold, Franz	1889	0
454	l00110022	Im Himmel	Herold, Franz	unkown	4	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Herold, Franz	1889	0
455	l00110023	Ein Grab	Herold, Franz	unkown	6	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Herold, Franz	1889	0
456	l00110024	Sonntagsstille	Herold, Franz	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Herold, Franz	1889	0
457	l00110025	Trost	Herold, Franz	unkown	2	6	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Herold, Franz	1889	0
458	l00110026	An den Zorn	Herold, Franz	unkown	7	8	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Herold, Franz	1889	0
459	l00110027	Bekenntnis	Hango, Hermann	unkown	3	6	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
460	l00110028	Erreichung	Hango, Hermann	unkown	2	12	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
461	l00110029	Die Stadt im Schnee	Hango, Hermann	unkown	2	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
462	l00110030	So möchtʼ ich ruhʼn	Hango, Hermann	unkown	4	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
463	l00110031	Ahasver (spricht:)	Hango, Hermann	unkown	2	16	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
464	l00110032	Mit deinem Namen	Hango, Hermann	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
465	l00110033	Letzte Gunst	Hango, Hermann	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
466	l00110034	Dein Gruß	Hango, Hermann	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
467	l00110035	Aus „Visionen“	Hango, Hermann	unkown	1	7	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hango, Hermann	1896	0
468	l00110036	Die Thürglocke	Kitir, Josef	unkown	4	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
469	l00110037	Zwei Bäume	Kitir, Josef	unkown	5	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
470	l00110038	Die Staubspur	Kitir, Josef	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
471	l00110039	Die Mütze	Kitir, Josef	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
472	l00110040	Die Lieblingsspeise	Kitir, Josef	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
473	l00110041	Das Tuch	Kitir, Josef	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
474	l00110042	Zaudernde Liebe	Kitir, Josef	unkown	3	8	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
475	l00110043	Straßenbild	Kitir, Josef	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
476	l00110044	Spätfrühling	Kitir, Josef	unkown	2	5	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
477	l00110045	Haltʼ Rast	Kitir, Josef	unkown	2	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
478	l00110046	Ins Schweigen	Kitir, Josef	unkown	2	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
479	l00110047	Das stille Zimmer	Kitir, Josef	unkown	1	21	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
480	l00110048	Zwischen zwei Zeiten	Kitir, Josef	unkown	6	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
481	l00110049	Die neuen Hellenen	Kitir, Josef	unkown	4	6	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
482	l00110050	Leid der Größe	Kitir, Josef	unkown	4	3	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Kitir, Josef	1896	0
483	l00110051	Was ich liebe	Dörmann, Felix	unkown	6	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
484	l00110052	Intérieur	Dörmann, Felix	unkown	3	16	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
485	l00110053	Einsam	Dörmann, Felix	unkown	3	8	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
486	l00110054	Verlorene Sehnsucht	Dörmann, Felix	unkown	3	1	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
487	l00110055	Müde Liebe	Dörmann, Felix	unkown	3	1	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
488	l00110056	Mattgelbe Flore deine Nacktheit hüten	Dörmann, Felix	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
489	l00110057	„Mon âme est née avec une plaie“ (Lamenais)	Dörmann, Felix	unkown	4	3	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
490	l00110058	Lebensanker	Dörmann, Felix	unkown	4	3	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
491	l00110059	Zu Ende	Dörmann, Felix	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
492	l00110060	Liebe!	Dörmann, Felix	unkown	3	3	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Dörmann, Felix	1896	0
493	l00110061	Das Höhenlied	Levetzow, Karl Michael Freiherr von [alt. Levetzow, Carl Freiherr von]	unkown	5	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Levetzow, Karl Michael Freiherr von	1896	0
494	l00110062	Psalm	Levetzow, Karl Michael Freiherr von [alt. Levetzow, Carl Freiherr von]	unkown	10	2	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Levetzow, Karl Michael Freiherr von	1896	0
495	l00110063	Auf den Knien	Levetzow, Karl Michael Freiherr von [alt. Levetzow, Carl Freiherr von]	unkown	5	6	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Levetzow, Karl Michael Freiherr von	1896	0
496	l00110064	Nebeltage	Levetzow, Karl Michael Freiherr von [alt. Levetzow, Carl Freiherr von]	unkown	4	6	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Levetzow, Karl Michael Freiherr von	1896	0
497	l00110065	Begegnung	Levetzow, Karl Michael Freiherr von [alt. Levetzow, Carl Freiherr von]	unkown	10	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Levetzow, Karl Michael Freiherr von	1896	0
498	l00110066	Abschied	Levetzow, Karl Michael Freiherr von [alt. Levetzow, Carl Freiherr von]	unkown	6	5	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Levetzow, Karl Michael Freiherr von	1896	0
499	l00110067	Die Wege trennen sich	Levetzow, Karl Michael Freiherr von [alt. Levetzow, Carl Freiherr von]	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Levetzow, Karl Michael Freiherr von	1896	0
500	l00110068	Nach Ruhe	Hagenauer, Arnold	unkown	1	7	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hagenauer, Arnold	1906	1895
501	l00110069	Atlas	Hagenauer, Arnold	unkown	3	4	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hagenauer, Arnold	1906	1895
502	l00110070	Liebesopfer	Hagenauer, Arnold	unkown	1	12	Das lyrische Wien. Eine moderne Lese. Mit Dichtungen von Ferdinand von Saar, J. J. David, Franz Herold, Hermann Hango, Josef Kitir, Felix Dörmann, Freiherr Carl von Levetzow, Arnold Hagenauer, Paul Wilhelm, Carl Maria Klob, Hugo von Hofmannsthal. Wien/Berlin/Leipzig 1899.	1899	Renner, August	Moderne	Hagenauer, Arnold	1906	1895
