	ID	Titel	Autor	Reclam_Balladen	Strophen	Verse	Anthologie	Jahr	Hrsg	Epoche	Autor_clean	Publikationsjahr_Schätzung	Publikationsjahr
0	l00100002	Das gebliebene Lächeln	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	3	14	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
1	l00100003	Trennung	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	6	5	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
2	l00100004	Waldfahrt	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	7	11	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
3	l00100005	Der teutsche Dichter in Abdera	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
4	l00100006	Winterbild	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
5	l00100007	Je reviendrai	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
6	l00100008	„Es zog eine Hochzeit den Berg entlang.“	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
7	l00100009	Sommernacht	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
8	l0010001	In Freundschaft	Anzengruber, Ludwig	unkown	5	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Anzengruber, Ludwig	1874	0
9	l00100010	Richtet nicht, Pharisäer	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
10	l00100011	Qualvollstes Sterben	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
11	l00100012	Acherontisches Frösteln	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
12	l00100013	Vorfrühling am Waldrand	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
13	l00100014	Des Mannes Kampf	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Liliencron, Detlev von	1879	0
14	l00100015	Sonnenblumen	Falke, Gustav	unkown	4	10	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Falke, Gustav	1888	0
15	l00100016	Aus dem Takt	Falke, Gustav	unkown	3	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Falke, Gustav	1888	0
16	l00100017	Grünes Redder	Kröger, Timm	unkown	6	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Kröger, Timm	1879	0
17	l00100018	Nicht mehr dabei!	Ompteda, Georg von [Pseud. Egestorff, G.; alt. Ompteda, Freiherr von; Ompteda, Georg Frhr. von]	unkown	1	50	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Ompteda, Georg von	1898	0
18	l00100019	Lili	Hartleben, Otto Erich [alt. Hartleben, O. Erich; Hartleben, Erich]	unkown	1	24	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Hartleben, Otto Erich	1899	0
19	l0010002	Liebeslied	Arent, Wilhelm	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Arent, Wilhelm	1899	0
20	l00100020	Sommersegen	Evers, Franz	unkown	2	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Evers, Franz	1906	0
21	l00100021	Parknacht	Evers, Franz	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Evers, Franz	1906	0
22	l00100022	Todtenkammer	Evers, Franz	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Evers, Franz	1906	0
23	l00100023	Mein Schloß	Busse, Carl [alt. Busse, Karl]	unkown	5	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Busse, Carl	1907	0
24	l00100024	Die Ehebrecherin	Heilborn, E.	unkown	8	3	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Heilborn, E.	1907	0
25	l00100025	Motto	Henckell, Karl	unkown	1	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Henckell, Karl	1899	0
26	l00100026	Mirza Schaffy ist gestorben	Henckell, Karl	unkown	1	24	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Henckell, Karl	1899	0
27	l00100027	Ist’s genug?	Henckell, Karl	unkown	3	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Henckell, Karl	1899	0
28	l00100028	Moderne Barbaren	Henckell, Karl	unkown	4	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Henckell, Karl	1899	0
29	l00100029	Kämpfe	Henckell, Karl	unkown	5	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Henckell, Karl	1899	0
30	l0010003	Vergißmeinnicht	Arent, Wilhelm	unkown	1	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Arent, Wilhelm	1899	0
31	l00100030	Müßiggang	Henckell, Karl	unkown	3	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Henckell, Karl	1899	0
32	l00100031	Rosentage	Henckell, Karl	unkown	12	3	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Henckell, Karl	1899	0
33	l00100032	Du	Holz, Arno	unkown	18	1	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Holz, Arno	1898	0
34	l00100033	Herbst	Holz, Arno	unkown	5	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Holz, Arno	1898	0
35	l00100034	Schmerz	Holz, Arno	unkown	6	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Holz, Arno	1898	0
36	l00100035	Erinnerung	Holz, Arno	unkown	8	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Holz, Arno	1898	0
37	l00100036	Alter Garten	Holz, Arno	unkown	8	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Holz, Arno	1898	0
38	l00100037	Marine	Holz, Arno	unkown	11	3	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Holz, Arno	1898	0
39	l00100038	Lied	Holz, Arno	unkown	3	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Holz, Arno	1898	0
40	l00100039	Aus der Herrgottsperspective	Bierbaum, Otto Julius	unkown	31	10	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Bierbaum, Otto Julius	1900	0
41	l0010004	Der Junge	Avenarius, Ferdinand [alt. Avernarius, Ferdinand; Avernius, Ferdinand]	unkown	1	22	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Avenarius, Ferdinand	1891	0
42	l00100040	Eiland des Todes	Scharf, Ludwig	unkown	6	9	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Scharf, Ludwig	1881	0
43	l00100041	Traumbild	Scharf, Ludwig	unkown	20	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Scharf, Ludwig	1881	0
44	l00100042	Todten-Vogel	Scharf, Ludwig	unkown	8	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Scharf, Ludwig	1881	0
45	l00100043	Schwindsucht	Scharf, Ludwig	unkown	1	15	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Scharf, Ludwig	1881	0
46	l00100044	Liebes-Erklärung	Scharf, Ludwig	unkown	5	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Scharf, Ludwig	1881	0
47	l00100045	Adam — Don Juan	Scharf, Ludwig	unkown	20	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Scharf, Ludwig	1881	0
48	l00100046	„Heil’ge Drei König“	Panizza, Oskar	unkown	11	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Panizza, Oskar	1888	0
49	l00100047	Die andere Welt	Scheerbart, Paul	unkown	4	1	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Scheerbart, Paul	1898	0
50	l00100048	Waldidyll	Hoffmann, Max	unkown	2	13	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Hoffmann, Max	1893	0
51	l00100049	Das letzte Weib	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	unkown	6	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Jacobowski, Ludwig	1903	0
52	l0010005	Neid	Barsch, Paul	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Barsch, Paul	1895	0
53	l00100050	Im Kurgarten	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	unkown	4	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Jacobowski, Ludwig	1903	0
54	l00100051	Faules Blatt	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	unkown	3	10	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Jacobowski, Ludwig	1903	0
55	l00100052	Mondaufgang auf dem Lido	Held, Franz	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Held, Franz	1897	0
56	l00100053	Zarenmahl	Grazie, Marie Eugenie delle [alt. Grazie, M. E. delle; Grazie, M. Eug. delle; Grazie, Maria Eugenie delle]	unkown	10	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Grazie, Marie Eugenie delle	1899	0
57	l00100054	Dies irae!	Schaumberg, Georg	unkown	3	22	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Schaumberg, Georg	1890	0
58	l00100055	Nächtlich durch meine Träume...	Schaumberg, Georg	unkown	4	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Schaumberg, Georg	1890	0
59	l00100056	Der letzte Tag	Mackay, John Henry	unkown	18	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Mackay, John Henry	1899	0
60	l00100057	Rahel	Arent, Wilhelm [alt. Arendt, Wilhelm]	unkown	1	21	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Arent, Wilhelm	1899	0
61	l00100058	Bastard	Dehmel, Richard	unkown	6	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
62	l00100059	Die zweite Nacht	Dehmel, Richard	unkown	4	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
63	l0010006	Mai	Barsch, Paul	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Barsch, Paul	1895	0
64	l00100060	Büßende Liebe	Dehmel, Richard	unkown	6	5	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
65	l00100061	Neue Liebe	Dehmel, Richard	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
66	l00100062	Es war einmal	Dehmel, Richard	unkown	5	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
67	l00100063	Bann	Dehmel, Richard	unkown	4	5	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
68	l00100064	Nicht doch!	Dehmel, Richard	unkown	3	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
69	l00100065	Wiegenlied für meinen Jungen	Dehmel, Richard	unkown	5	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
70	l00100066	Über den Sümpfen	Dehmel, Richard	unkown	2	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
71	l00100067	Nur	Dehmel, Richard	unkown	2	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
72	l00100068	Lebe wohl!	Dehmel, Richard	unkown	1	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dehmel, Richard	1898	0
73	l00100069	Marienlieder	Dörmann, Felix	unkown	4	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Dörmann, Felix	1898	0
74	l0010007	In der Fremde	Bartels, Adolf	unkown	2	7	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Bartels, Adolf	1897	0
75	l00100070	Gesicht	Weigand, Wilhelm	unkown	1	50	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Weigand, Wilhelm	1897	0
76	l00100071	Im alten Pavillon	Weigand, Wilhelm	unkown	4	41	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Weigand, Wilhelm	1897	0
77	l00100072	Hochsommernacht	Weigand, Wilhelm	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Weigand, Wilhelm	1897	0
78	l00100073	Am See	Weigand, Wilhelm	unkown	2	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Weigand, Wilhelm	1897	0
79	l00100074	Mittagsrast	Weigand, Wilhelm	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Weigand, Wilhelm	1897	0
80	l00100075	Fin de siècle	Weigand, Wilhelm	unkown	9	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Weigand, Wilhelm	1897	0
81	l00100076	An Otto Julius Bierbaum	Weigand, Wilhelm	unkown	1	113	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Weigand, Wilhelm	1897	0
82	l00100077	Geheimnisse	Janitschek, Maria	unkown	14	1	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Janitschek, Maria	1894	0
83	l00100078	Die hohe Föhre	Wille, Bruno	unkown	6	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Wille, Bruno	1895	0
84	l00100079	Zu Ende	Rosmer, Ernst	unkown	34	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Rosmer, Ernst	1901	0
85	l0010008	Halte still	Bartels, Adolf	unkown	2	7	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Bartels, Adolf	1897	0
86	l00100080	Unfreiheit	Mann, L. H.	unkown	5	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Mann, L. H.	1897	0
87	l00100081	Beherzigung	Gumppenberg, Hanns von	unkown	3	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Gumppenberg, Hanns von	1901	0
88	l00100082	Lenznacht-Wunder	Conrad, Michael Georg	unkown	1	24	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Conrad, Michael Georg	1901	0
89	l00100083	Aus der vierten Dimension	Conrad, Michael Georg	unkown	4	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Conrad, Michael Georg	1901	0
90	l00100084	Bekenntnisse	Wolzogen, Ernst Freiherr von	unkown	1	22	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Wolzogen, Ernst Freiherr von	1901	0
91	l00100085	Die beiden Hähne	Ernst, Otto	unkown	2	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Ernst, Otto	1897	0
92	l00100086	Hochzeitscarmen	Lothar, Rudolf	unkown	4	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Lothar, Rudolf	1900	0
93	l00100087	Ein Jugend-Golgatha	Flaischlen, Cäsar [alt. Flaischlen, Caesar]	unkown	4	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Flaischlen, Cäsar	1899	0
94	l00100088	Der Tod und das Mädchen	Stern, Maurice Reinhold von [alt. Stern, Maurice von; Stern, Maurice-Reinhold von]	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Stern, Maurice Reinhold von	1895	0
95	l00100089	Eiger-Reiter	Stern, Maurice Reinhold von [alt. Stern, Maurice von; Stern, Maurice-Reinhold von]	unkown	6	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Stern, Maurice Reinhold von	1895	0
96	l0010009	Die Lindenwirtin	Baumbach, Rudolf	unkown	6	6	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	Baumbach, Rudolf	1875	0
97	l00100090	Die weiße Blume	Stern, Maurice Reinhold von [alt. Stern, Maurice von; Stern, Maurice-Reinhold von]	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Stern, Maurice Reinhold von	1895	0
98	l00100091	Phantasie	Brand, Julius	unkown	12	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Brand, Julius	1895	0
99	l00100092	Papa Opitz:	Schlaf, Johannes	unkown	1	14	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Schlaf, Johannes	1898	0
100	l00100093	I. Kein Titel schmückt meinen Namen	Alberti, Conrad	unkown	2	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Alberti, Conrad	1898	0
101	l00100094	II. Und wenn ich dir auch Treu’ versprach	Alberti, Conrad	unkown	2	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Alberti, Conrad	1898	0
102	l00100095	III. Der letzte Blaue flog aus dem Haus	Alberti, Conrad	unkown	6	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Alberti, Conrad	1898	0
103	l00100096	Vergessen	Tovote, Heinz	unkown	7	5	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Tovote, Heinz	1899	0
104	l00100097	Tief in der Erde Schooß	Seidel, Robert	unkown	5	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Seidel, Robert	0	0
105	l00100098	Richard Wagner	Bernstein, Max	unkown	1	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	Bernstein, Max	1889	0
